"JAKUB",13708,7.11136012284579
"SZYMON",10385,5.38747263464791
"KACPER",8826,4.57870327139166
"FILIP",8621,4.47235450970627
"MICHAŁ",7608,3.94683599464625
"MATEUSZ",7356,3.8161048339403
"BARTOSZ",6664,3.45711291644619
"ADAM",5558,2.8833483777923
"WOJCIECH",5505,2.85585333208827
"WIKTOR",5302,2.75054211929737
"PIOTR",5188,2.69140183231135
"JAN",5093,2.64211825982299
"DAWID",5021,2.60476649962129
"MIKOŁAJ",4751,2.46469739886492
"IGOR",432,0.224110561210197
"ALEKSANDER",4212,2.18507797179942
"MACIEJ",421,0.218404042290493
"ANTONI",4125,2.13994459488903
"PATRYK",3741,1.94073520714664
"DOMINIK",371,0.192465319928202
"OSKAR",3538,1.83542399435573
"PAWEŁ",348,0.180533507641548
"MARCEL",3389,1.75812660171611
"FRANCISZEK",3381,1.75397640613814
"KRZYSZTOF",3138,1.6279142154574
"TOMASZ",3051,1.58278083854702
"KAMIL",3008,1.56047353731545
"OLIWIER",3004,1.55839843952646
"MAKSYMILIAN",2954,1.53245971716417
"KAROL",2866,1.48680756580654
"HUBERT",272,0.141106649650865
"ALAN",2525,1.30990547929571
"BARTŁOMIEJ",2462,1.27722268911922
"MIŁOSZ",229,0.118799348419294
"NIKODEM",229,0.118799348419294
"SEBASTIAN",2275,1.18021186748426
"ADRIAN",2268,1.17658044635353
"ŁUKASZ",1982,1.02821095444123
"KRYSTIAN",1965,1.01939178883805
"STANISŁAW",1959,1.01627914215457
"GABRIEL",1665,0.863759454664301
"MARCIN",1594,0.826926468909847
"DAMIAN",145,0.075222294850645
"KSAWERY",1406,0.729396872827632
"DANIEL",137,0.071072099272678
"FABIAN",1342,0.696195308203899
"TYMOTEUSZ",1313,0.68115084923377
"KONRAD",1297,0.672850458077837
"BŁAŻEJ",116,0.060177835880516
"JULIAN",1126,0.584140027598801
"BORYS",1034,0.536412778452185
"ARTUR",992,0.51462425166786
"RAFAŁ",988,0.512549153878877
"IGNACY",933,0.484016559280356
"GRZEGORZ",920,0.47727249146616
"PRZEMYSŁAW",916,0.475197393677177
"TYMON",868,0.450296220209377
"OLAF",867,0.449777445762132
"ERYK",805,0.41761343003289
"OLIVIER",793,0.41138813666594
"KUBA",758,0.393231031012336
"ALEX",645,0.334609518473558
"ROBERT",627,0.325271578423133
"RADOSŁAW",620,0.321640157292412
"MAREK",594,0.308152021664021
"KAJETAN",593,0.307633247216775
"NATAN",573,0.297257758271859
"GRACJAN",550,0.285325945985205
"NORBERT",533,0.276506780382025
"LEON",531,0.275469231487534
"ALEKS",517,0.268206389226092
"ARKADIUSZ",510,0.264574968095371
"CEZARY",495,0.256793351386684
"KORNEL",443,0.229817080129901
"TOBIASZ",436,0.22618565899918
"EMIL",427,0.221516688973968
"ANDRZEJ",409,0.212178748923543
"OLIVER",404,0.209584876687314
"NATANIEL",402,0.208547327792822
"BRUNO",387,0.200765711084135
"ALEXANDER",377,0.195577966611677
"JACEK",365,0.189352673244727
"DORIAN",362,0.187796349902989
"CYPRIAN",340,0.176383312063581
"SEWERYN",316,0.163932725329681
"WITOLD",312,0.161857627540698
"DARIUSZ",295,0.153038461937519
"BRAJAN",284,0.147331943017815
"MARIUSZ",272,0.141106649650865
"IWO",259,0.134362581836669
"JULIUSZ",256,0.132806258494932
"DAVID",237,0.122949543997261
"JĘDRZEJ",236,0.122430769550015
"SAMUEL",228,0.118280573972048
"JERZY",225,0.116724250630311
"KEVIN",210,0.108942633921624
"ALBERT",196,0.101679791660182
"REMIGIUSZ",195,0.101161017212936
"TADEUSZ",179,0.092860626057003
"XAVIER",176,0.091304302715266
"SUMA",192762,
