"JAKUB",10672,5.7524485098722
"KACPER",8449,4.554201411161
"FILIP",7854,4.23348300192431
"SZYMON",7064,3.80765519806383
"JAN",6915,3.72734084012053
"ANTONI",6584,3.54892438052835
"MICHAŁ",5523,2.97702146926763
"WOJCIECH",5133,2.76680268002005
"MATEUSZ",4853,2.61587636979102
"ADAM",4836,2.60671298666997
"FRANCISZEK",4653,2.50807186248457
"BARTOSZ",4616,2.48812802863288
"ALEKSANDER",4409,2.3765503635707
"PIOTR",4385,2.36361382269393
"MIKOŁAJ",4214,2.27144096894691
"IGOR",3983,2.14692676300796
"WIKTOR",3957,2.13291217705812
"MARCEL",3795,2.0455905261399
"DAWID",3302,1.7798524156295
"ALAN",3119,1.6812112914441
"OLIWIER",2977,1.60467009125652
"MACIEJ",2917,1.57232873906458
"OSKAR",2871,1.5475337023841
"KAROL",2699,1.45482182610055
"MAKSYMILIAN",2665,1.43649505985845
"TOMASZ",262,0.14122390457145
"DOMINIK",2611,1.40738784288571
"STANISŁAW",2512,1.35402461176902
"MIŁOSZ",2464,1.32815153001547
"PAWEŁ",2357,1.27047611860652
"KRZYSZTOF",2347,1.2650858932412
"HUBERT",234,0.126131273548547
"PATRYK",2183,1.17668619724991
"KAMIL",2138,1.15243018310596
"NIKODEM",2107,1.13572048447346
"FABIAN",2027,1.09259868155088
"LEON",1838,0.99072342214628
"BARTŁOMIEJ",1836,0.989645377073215
"SEBASTIAN",1703,0.917955379714426
"JULIAN",1631,0.879145757084104
"GABRIEL",1499,0.807994782261846
"TYMOTEUSZ",1459,0.786433880800556
"TYMON",1373,0.740077942658783
"KRYSTIAN",1348,0.726602379245476
"KSAWERY",1346,0.725524334172412
"ADRIAN",1344,0.724446289099347
"IGNACY",1161,0.625805164913945
"ŁUKASZ",1116,0.601549150769994
"BŁAŻEJ",1092,0.58861260989322
"MARCIN",1044,0.562739528139672
"NATAN",943,0.508298251949914
"DAMIAN",898,0.484042237805963
"KAJETAN",884,0.476495922294511
"DANIEL",878,0.473261787075318
"ARTUR",827,0.445771637712173
"KUBA",820,0.441998479956447
"BORYS",806,0.434452164444995
"KONRAD",729,0.392947429132012
"GRZEGORZ",720,0.388096226303222
"RAFAŁ",697,0.37569870796298
"PRZEMYSŁAW",696,0.375159685426448
"OLAF",689,0.371386527670722
"ERYK",679,0.365996302305399
"OLIVIER",614,0.330959837430803
"RADOSŁAW",574,0.309398935969513
"ROBERT",504,0.271667358412255
"NATANIEL",467,0.251723524560562
"TOBIASZ",447,0.240943073829917
"KORNEL",445,0.239865028756852
"CEZARY",441,0.237708938610723
"BRUNO",430,0.231779690708868
"MAREK",415,0.223694352660885
"EMIL",383,0.206445631491853
"ALEX",375,0.202133451199595
"GRACJAN",363,0.195665180761208
"BRAJAN",356,0.191892023005482
"ALEKS",343,0.184884730030563
"JERZY",319,0.171948189153789
"ALEXANDER",318,0.171409166617256
"WITOLD",318,0.171409166617256
"TADEUSZ",309,0.166557963788466
"ARKADIUSZ",304,0.163862851105805
"ANDRZEJ",286,0.154160445448224
"NORBERT",284,0.15308240037516
"MILAN",264,0.142301949644515
"JACEK",263,0.141762927107982
"DORIAN",259,0.139606836961853
"SEWERYN",247,0.133138566523466
"OLIVER",238,0.128287363694676
"JULIUSZ",235,0.126670296085079
"MIESZKO",222,0.11966300311016
"IWO",219,0.118045935500563
"STEFAN",215,0.115889845354434
"CYPRIAN",214,0.115350822817902
"JĘDRZEJ",198,0.106726462233386
"RYSZARD",195,0.105109394623789
"JÓZEF",188,0.101336236868063
"ALBERT",181,0.097563079112338
"JEREMI",174,0.093789921356612
"LEONARD",171,0.092172853747015
"SUMA",185521,
